label,avg_x,avg_y,com_x,com_y,major_minor,mass
6,105.97225761919933,120.90724222151428,105.83736272375292,121.262152212626,1.4642857142857142,37668
8,18.202537381060264,584.656547349343,18.20433009578182,584.5961257124317,5.795454545454546,6621
15,13.102189781021897,917.7372262773723,13.095044181311405,917.7116057485125,1.75,137
17,14.12707182320442,791.0662983425415,14.134959028531938,791.1171351109153,3.2222222222222223,181
22,27.323943661971832,758.169014084507,27.31642316017316,758.1762909709338,1.8333333333333333,71
32,55.67664670658683,963.1197604790419,55.688966522043614,963.1316418607272,3.888888888888889,167
45,77.7764705882353,299.3176470588235,77.77277105339198,299.26800333900536,1.4444444444444444,85
53,83.92592592592592,819.5185185185185,83.92880177365716,819.5205918908932,1.7777777777777777,81
58,90.92424242424242,206.22727272727272,90.9159368447021,206.23374861231034,0.7857142857142857,66
64,98.99473684210527,428.18947368421055,98.98428731762066,428.1577306113171,1.95,190
66,94.2127659574468,821.3297872340426,94.21775366534791,821.340630090761,2.142857142857143,94
72,101.41176470588235,778.5882352941177,101.40774354483455,778.5988111349945,2.4,51
73,113.64510779436152,413.7794361525705,113.67191703947972,413.7809292958258,1.5142857142857142,603
79,121.16386554621849,921.8466386554621,121.15783763833511,921.8396459068464,1.0285714285714285,476
84,118.5609756097561,232.890243902439,118.55803630801968,232.89365274637584,0.75,82
103,126.94642857142857,264.66964285714283,126.93908520179372,264.6626487294469,1.2142857142857142,112
115,134.31578947368422,808.781954887218,134.3135774636235,808.7762288385369,1.9,133
134,151.64245810055866,905.4916201117319,151.6400896240109,905.495835163281,1.3125,179
155,162.2479338842975,582.9338842975206,162.25104349071046,582.9340095373399,2.8,121
161,202.23238482384824,647.9586720867209,202.2306879473261,647.9413822347608,1.34375,1476
174,176.0134529147982,652.152466367713,176.0263364426631,652.1560955444921,1.1176470588235294,223
191,190.52866242038218,600.6815286624204,190.52241635720063,600.7111225137629,1.05,157
195,192.90697674418604,503.0581395348837,192.90001945146858,503.05246450106984,1.25,172
196,186.36065573770492,690.2131147540983,186.36262008733624,690.2167467248909,2.6666666666666665,61
219,217.69444444444446,542.9166666666666,217.7068890963897,542.8633210295104,2.1538461538461537,216
224,266.2159400544959,360.9509536784741,266.18895164541146,361.05258204249054,0.5612244897959183,1468
225,220.34848484848484,434.67676767676767,220.3448508273614,434.6909464794157,1.9230769230769231,198
232,226.21052631578948,417.70175438596493,226.2192208924851,417.7128736857406,1.375,57
238,260.53247631935045,640.0575101488498,260.4575234501456,639.9839200300278,1.0985915492957747,1478
250,248.68,10.48,248.68224606508426,10.46628751455033,1.7333333333333334,225
262,267.01408450704224,436.3943661971831,267.0143529548492,436.386406337769,0.9,71
293,320.2962962962963,371.0,320.2900200440474,371.01036846403207,0.6666666666666666,54
320,364.6,509.9384615384615,364.61166408135125,509.93754308859013,1.0,65
323,431.385525569333,351.7552475889456,431.2640696062571,352.3583862315845,1.34,12339
326,373.3325358851675,867.2344497607655,373.3208097096026,867.2477749935194,3.357142857142857,418
335,428.5335968379447,813.6086956521739,428.52727668371233,813.5912251115221,0.6206896551724138,253
339,431.89820359281435,778.6047904191616,431.90141380107684,778.5933092194365,1.7777777777777777,167
343,435.2692307692308,730.6730769230769,435.2548904798659,730.6684055039523,0.875,52
345,447.93220338983053,847.8474576271186,447.92595049640846,847.8634076039713,1.2142857142857142,59
346,453.7125,443.5375,453.7324135047559,443.5101215985506,1.0769230769230769,80
351,468.5626423690205,414.65831435079724,468.55306036565406,414.7193877710064,1.48,439
354,486.0248175182482,764.2686131386861,485.9783273492881,764.3673563328811,1.9672131147540983,685
357,482.5273631840796,821.1592039800995,482.55836289518487,821.1279920776499,0.9090909090909091,201
359,562.8775411423039,676.6539206195547,562.8928405447089,676.6637043694994,0.6011560693641619,2066
387,496.5844155844156,795.2467532467532,496.55544861512135,795.2267315438634,1.1538461538461537,77
388,504.8819188191882,452.0369003690037,504.8973087818697,452.00768259637886,1.04,271
401,520.1421947449768,757.1576506955178,520.2023619459551,757.0599751932068,1.4186046511627908,647
411,518.3734729493892,833.9249563699825,518.3806970121506,833.937269870971,2.9655172413793105,573
426,547.2202852614897,764.3645007923931,547.244088355604,764.3648410144532,1.32,631
436,530.5916666666667,324.90833333333336,530.6013389495482,324.91559205572287,0.5,120
451,618.9861790958826,604.8623668298301,619.0331556276296,604.8329913166953,0.6125,3473
453,536.7558139534884,702.1511627906976,536.7751646586346,702.1844819277109,1.0,86
455,529.688524590164,940.4590163934427,529.6779834475394,940.4770178873365,3.75,61
462,542.1372549019608,720.0784313725491,542.1272727272727,720.0825237449118,0.5384615384615384,51
472,559.8803418803419,711.6666666666666,559.9307142435163,711.6533821704968,0.6,117
485,564.5533333333333,724.26,564.529090809388,724.2897748044162,1.1176470588235294,150
501,612.4415584415584,643.7012987012987,612.4448076439527,643.699270807141,0.5833333333333334,77
503,627.8333333333334,628.6888888888889,627.8463819875776,628.6983385093167,0.9230769230769231,90
509,654.6063829787234,519.0702127659574,654.5725851537426,519.1319361661219,1.5925925925925926,470
510,649.9344262295082,880.6284153005464,649.923916547345,880.589558672494,1.1875,183
522,663.4573170731708,424.0914634146341,663.4143901435993,424.05612206359996,0.9130434782608695,164
544,671.9227272727272,406.99545454545455,671.9231355688593,406.9866893302171,0.8095238095238095,220
547,698.3390557939914,592.1072961373391,698.3715125335659,592.1916385272839,1.1846153846153846,699
552,705.1139817629179,339.93617021276594,705.1785961167766,340.0069335817171,0.7464788732394366,658
558,676.3116883116883,850.7532467532468,676.308233776934,850.7438340706776,1.0,77
567,687.8666666666667,890.16,687.8640250534448,890.1591156283989,1.0,75
589,722.3701657458563,317.3922651933702,722.3969176160066,317.41534062466815,0.34210526315789475,181
596,742.8847583643122,505.7657992565056,742.9023046611708,505.8005910717063,1.0606060606060606,538
607,742.6346153846154,531.1153846153846,742.6381959850657,531.1127103511715,1.6666666666666667,52
631,774.2265193370166,321.47513812154693,774.2699584223288,321.4777707679327,0.41025641025641024,181
638,770.6116504854369,302.3592233009709,770.6444741592566,302.35769205054487,0.8695652173913043,103
642,774.0,934.0852713178294,773.9429195990616,934.0543506078055,0.8421052631578947,129
651,783.1081081081081,796.7567567567568,783.0819057915634,796.7840140175592,1.0769230769230769,74
658,820.1036834924965,932.4420190995908,820.1772004748093,932.421915957252,1.3088235294117647,733
667,796.6949152542373,592.1355932203389,796.7041539779216,592.1106299961933,6.333333333333333,59
669,817.4918032786885,924.9344262295082,817.4816177570373,924.923090729606,0.5,183
688,815.361581920904,640.180790960452,815.3581663950924,640.1965318380779,1.25,177
707,830.4078947368421,898.578947368421,830.4120132086261,898.57599572011,0.5714285714285714,76
713,847.2407407407408,618.9074074074074,847.2541543717969,618.905886007144,0.29411764705882354,54
715,856.2398190045249,848.3031674208145,856.2122612255024,848.3509488960556,2.0294117647058822,221
730,875.304347826087,764.0652173913044,875.3050242094566,764.0830743021102,2.9,92
738,902.0709134615385,720.4362980769231,902.0350265887415,720.4410849465162,0.9827586206896551,832
744,884.0509554140127,509.1592356687898,884.0596553054212,509.14952836804827,1.9166666666666667,157
750,895.0681818181819,167.98863636363637,895.0485304062023,168.03582380600417,0.9166666666666666,88
751,886.7627118644068,922.9322033898305,886.7626840487252,922.9302175068766,1.1111111111111112,59
757,893.6582278481013,796.4177215189874,893.6672863431488,796.4007786878058,2.888888888888889,79
763,895.304347826087,555.8913043478261,895.3188028042423,555.97006011944,2.3846153846153846,138
766,896.9101123595506,634.876404494382,896.9085934835849,634.8923024459807,1.2727272727272727,89
778,907.5346534653465,815.1815181518152,907.5539076234617,815.1861868992443,1.1304347826086956,303
788,928.6631716906946,644.8361730013106,928.6649591858751,644.8015318781689,1.7551020408163265,763
790,950.9598352214213,555.7693099897014,950.9542388037738,555.8031399804175,0.8625,971
828,920.1960784313726,835.9803921568628,920.1994975538807,835.973819912733,1.1428571428571428,51
878,947.2549019607843,114.98039215686275,947.2591399281055,114.97544934096658,1.0909090909090908,51
879,946.8904109589041,178.6986301369863,946.8825229610756,178.71402764836753,1.5454545454545454,73
963,965.1269841269841,609.1269841269841,965.1216715813565,609.1827384358082,3.625,63
1023,980.1328671328671,663.5664335664336,980.1124585587157,663.6171310029275,4.125,143
